frame,x,y,z,confidence,source
3060,5.201299275686633,4.929730515976113,1.6962444811748707,0.6,depth
3062,4.067573127928067,3.2351519841614373,1.63704858417266,1.0,rover
3062,4.308594087446988,2.9096408394635733,1.6089880825722758,1.0,rover
3062,3.710584095909234,2.974358696159495,1.5960401466092369,1.0,rover
3062,3.9516050554281548,2.648847551461631,1.5679796450088528,1.0,rover
3080,5.36186005395489,4.533799278783182,1.6216396520217182,0.6,depth
3080,6.005065116718517,3.247604609483942,1.591306600689869,0.6,depth
3080,5.27940784456028,4.294333461700932,1.6041268398395865,0.6,depth
3080,4.952242208652858,4.379342177731553,1.5871571969764828,0.6,depth
3080,5.488270626265365,3.4395422653358736,1.585556559142418,0.6,depth
3080,5.608109469859207,3.6828321291556967,1.581493510996625,0.6,depth
3080,4.840881230640661,4.360944900776392,1.5836514564014892,0.6,depth
3080,5.798983129958509,4.396817431709663,1.6171951849211355,0.6,depth
3080,5.98599779921035,3.547963247717141,1.5947844052702969,0.6,depth
3082,4.076748242933252,3.213076486406548,1.5899848033441009,1.0,rover
3082,4.310001347179426,2.8808664974561027,1.5818908178567936,1.0,rover
3082,3.715632544265796,2.960891993083857,1.5339987916671478,1.0,rover
3082,3.948885648511969,2.6286820041334122,1.5259048061798406,1.0,rover
3260,2.539861017229634,4.070300171982043,1.5745482400538666,0.6,depth
3260,2.5373202890144464,4.224010765524589,1.61241343603035,0.6,depth
3260,2.131432948300197,3.2573780378334036,1.414538943131218,0.6,depth
3260,2.522949008972132,4.285994479266779,1.6251240602487518,0.6,depth
3260,2.474605356604699,3.9426291615172877,1.574738187767126,0.6,depth
3260,2.44861626622841,4.265943754366364,1.6204115909499928,0.6,depth
3260,2.5140494525119896,4.221313519763548,1.6135295657658832,0.6,depth
3260,2.0487052442668707,3.0664827852493226,1.4831210004869875,0.6,depth
3260,2.6344316492652737,4.260856443348194,1.5686460043958401,0.6,depth
3262,3.4729566217692875,3.0726309173303057,1.6373176071466842,1.0,rover
3262,3.6215167260408245,3.447471457778573,1.6848619512401815,1.0,rover
3262,3.8836653416635194,2.906296483720671,1.6653747559434398,1.0,rover
3262,4.032225445935056,3.281137024168938,1.712919100036937,1.0,rover
3280,2.718333840230141,4.283244183646607,1.4432329194093374,0.6,depth
3280,2.5615473402627487,4.074142555837815,1.556625745746007,0.6,depth
3280,2.6961046042417047,4.269433742061317,1.5506679482215482,0.6,depth
3280,2.153064435220364,3.0537888322750963,1.4385997058696933,0.6,depth
3280,2.2472754946460376,3.343642141572006,1.3782122647268364,0.6,depth
3280,2.417055176276648,3.713655396967405,1.5139286572202348,0.6,depth
3280,2.544096940709778,3.966481162318388,1.542864088619783,0.6,depth
3280,2.442014099544018,3.814443226654334,1.3841187665763532,0.6,depth
3282,3.4977750460471313,3.0264121679287554,1.602935843088448,1.0,rover
3282,3.6572126930374456,3.3967714096284314,1.6503665168116086,1.0,rover
3282,3.9038630467172855,2.848510486592379,1.6270092202800086,1.0,rover
3282,4.0633006937076,3.218869728292055,1.674439894003169,1.0,rover
3460,2.244883914039619,2.7764204267586945,1.2325207709672328,0.6,depth
3460,2.2570683571310095,2.9564495527954,1.2139701480440326,0.6,depth
3460,2.1621610767579327,3.21337612569107,1.33347187761659,0.6,depth
3460,1.9823146831389378,1.6386727333127906,1.1196513580796519,0.6,depth
3460,2.4775445447378837,1.9262018187454317,1.388160338714374,0.6,depth
3460,2.505718274768486,1.847146441985528,1.339139450368714,0.6,depth
3460,2.20128715885825,3.2125166361861566,1.3692421899376157,0.6,depth
3462,3.58450603743025,2.5927970640145546,1.5912776479283215,1.0,rover
3462,3.5051318721206832,2.9908674398680133,1.5999792425693027,1.0,rover
3462,4.016304078371007,2.677604287947644,1.6503892932149136,1.0,rover
3462,3.93692991306144,3.0756746638011028,1.6590908878558948,1.0,rover
3480,2.2187938536121212,3.1610185653434426,1.2542314234438097,0.6,depth
3480,2.2378168421467426,3.1389806211438733,1.2292799574337265,0.6,depth
3480,2.2712210774684376,2.8809368706452507,1.3598010860060423,0.6,depth
3480,2.2859558597400422,2.4397660745075167,1.4243631925963403,0.6,depth
3482,3.5831602086311416,2.595905380034798,1.5956799571192994,1.0,rover
3482,3.5036299950070116,2.993934122593018,1.6048486657755285,1.0,rover
3482,4.014900995722255,2.6808033337158323,1.6550788647079007,1.0,rover
3482,3.9353707820981247,3.078832076274052,1.6642475733641298,1.0,rover
3660,0.6974109180894918,2.933076386389567,1.3249704584264324,0.6,depth
3660,0.8205022635218284,2.816339524067445,1.3412066170209016,0.6,depth
3660,0.5488640660044752,2.403327561937737,1.1961700330413123,0.6,depth
3660,0.8172260294096612,2.9013413046460226,1.1974743323750743,0.6,depth
3660,0.8939014299246382,3.0843739029943444,1.370927837656718,0.6,depth
3660,0.7204976678753272,2.7325918887933316,1.2090630817857797,0.6,depth
3660,0.5111982992391517,2.1003170105549844,1.262073274949895,0.6,depth
3660,0.9127971901494032,3.029666244622669,1.3793547831251318,0.6,depth
3660,0.9964197474580085,3.121275635560091,1.2426590386593708,0.6,depth
3660,0.7984761165682683,2.8190740067089832,1.1986769675792939,0.6,depth
3660,0.4585160971019724,1.9348631407778605,1.1269035257451985,0.6,depth
3660,0.5001602544149641,2.258810721526016,1.148366980104388,0.6,depth
3662,1.765215243838357,1.8462669479737186,1.362660694316342,1.0,rover
3662,1.936577783301124,2.2111272409580587,1.4111152779205078,1.0,rover
3662,2.166252165260628,1.6561766012373975,1.3757392161675517,1.0,rover
3662,2.3376147047233946,2.0210368942217376,1.4241937997717176,1.0,rover
3680,0.9792432930234627,3.2131462574336864,1.3371733179755665,0.6,depth
3680,0.770446686208835,2.9068320260783214,1.2176512414016392,0.6,depth
3680,0.5355177506797224,2.430312690084147,1.2045276346923046,0.6,depth
3680,0.5075244256371525,2.331686632231558,1.110390057524793,0.6,depth
3680,0.8163907971932463,2.8598023974172975,1.2084971550499022,0.6,depth
3680,0.4062052184417142,2.279990119406467,1.1375567217429645,0.6,depth
3680,0.40585070762747866,1.962927972297622,1.1535785569834074,0.6,depth
3680,0.412626775884807,1.9049164516133335,1.250269749335174,0.6,depth
3680,0.4948391698103829,2.065283603188393,1.16033620686949,0.6,depth
3682,1.739676082006116,1.863701720930775,1.3706422369522027,1.0,rover
3682,1.9021862348745662,2.232252139125783,1.4216033933652756,1.0,rover
3682,2.1450054449069684,1.6830226384113582,1.3847552348736507,1.0,rover
3682,2.307515597775419,2.0515730566063666,1.4357163912867237,1.0,rover
3860,0.9535289958008294,4.425814524858515,1.4650422935644936,0.6,depth
3860,1.1230900044518166,4.468086163309664,1.5040407375064044,0.6,depth
3860,0.5472351727924523,4.340472287395094,1.569284131871834,0.6,depth
3860,0.6017884335661857,4.272617289607267,1.5481707011226495,0.6,depth
3860,0.6599675731941982,4.268712327797997,1.5429612546335203,0.6,depth
3860,1.0323279655253172,4.495408947832764,1.466725094351548,0.6,depth
3860,1.2481124024167038,4.497965130023374,1.4658617767563433,0.6,depth
3860,1.337991779526591,4.541369952258964,1.4767563854442878,0.6,depth
3862,0.9211016925891222,3.044069187533859,1.4814183282610656,1.0,rover
3862,1.2996326671677905,3.188194136675275,1.5093163625916004,1.0,rover
3862,1.0806191176316315,2.630733153952647,1.4523750080108253,1.0,rover
3862,1.4591500922103,2.7748581030940627,1.4802730423413601,1.0,rover
3880,0.11133501680300362,4.746999478141691,1.33025204762339,0.6,depth
3880,0.30601994410373845,4.1586617479404655,1.554348414235516,0.6,depth
3880,1.2674399931086793,4.50487440409405,1.536412564426697,0.6,depth
3880,1.2988122148408916,4.520475311947852,1.4707678421257395,0.6,depth
3880,0.9099012101770793,4.412525390791219,1.4166704857262853,0.6,depth
3880,0.09723401834410828,4.29824566978095,1.4136822503438597,0.6,depth
3880,0.05487225538212681,4.059422731865406,1.3719087704386188,0.6,depth
3880,1.3612818887565885,4.911210830005807,1.5911660511149102,0.6,depth
3882,0.9193403858041838,3.043739452241055,1.484109251292214,1.0,rover
3882,1.2976602654588831,3.1883437731054705,1.5123874946145115,1.0,rover
3882,1.0794395455182815,2.630666826437302,1.4545243755880153,1.0,rover
3882,1.4577594251729806,2.7752711473017175,1.4828026189103127,1.0,rover
4060,-1.6281013088534724,3.367716878888509,1.520251997530681,0.6,depth
4060,-1.6101755578511059,3.6508324444906344,1.5928357350518507,0.6,depth
4060,-1.6301113417971647,3.6883454283895127,1.5175094181490123,0.6,depth
4060,-1.5774508079857965,3.3242901552921293,1.509965959317539,0.6,depth
4060,-1.6312640747871598,2.8610326409278963,1.3534579902728952,0.6,depth
4060,-1.5363239130248727,3.111515485610572,1.4322470213489626,0.6,depth
4060,-1.368442230041482,2.2811946108869083,1.4883585011313403,0.6,depth
4060,-1.6385588918758924,3.1449496852097893,1.466666013833048,0.6,depth
4060,-1.6176678730845768,3.5853282031294276,1.4421416973215089,0.6,depth
4060,-1.6233718007949474,3.4734085743295564,1.448366323949173,0.6,depth
4060,-1.6359369036876203,3.4691817341550855,1.4588311503507199,0.6,depth
4060,-1.5780589866713035,3.239660932995018,1.4933424050023434,0.6,depth
4060,-1.6266809438732275,3.6525028662118793,1.444648681033624,0.6,depth
4062,-0.24829760936144651,2.988213515590696,1.5131866876376001,1.0,rover
4062,-0.3190006061239636,3.3872363991044705,1.5380427669976362,1.0,rover
4062,0.18813486126997306,3.0668977373381408,1.4914728250941847,1.0,rover
4062,0.11743186450745596,3.4659206208519153,1.516328904454221,1.0,rover
4080,-1.644420504940445,3.6621533722505686,1.6291839432767465,0.6,depth
4080,-1.4028961632476855,2.261335755032701,1.3297765258970713,0.6,depth
4080,-1.5929096588115939,3.5490536823774312,1.5544280235657353,0.6,depth
4080,-1.4144071556233024,2.4220676260942215,1.4769179735790547,0.6,depth
4080,-1.6774348408962394,3.3047215035795428,1.5913062884807723,0.6,depth
4080,-1.5625258550372403,3.2678844873349875,1.541805766486184,0.6,depth
4080,-1.6000670834222468,3.5159938839309044,1.6240132118519475,0.6,depth
4080,-1.517747388588247,3.149087802471392,1.6174929892146084,0.6,depth
4080,-1.575512760678879,3.129280016378383,1.5428906092664523,0.6,depth
4080,-1.5339561820179173,2.904458036386486,1.5516753742366898,0.6,depth
4080,-1.6148337905593793,3.322769438105413,1.4532353275306105,0.6,depth
4082,-0.24770155687931494,2.9885475876057934,1.5137140350787042,1.0,rover
4082,-0.318288108240907,3.3875815079675595,1.5387234166703625,1.0,rover
4082,0.1887444028558834,3.06712110926797,1.4918708227594268,1.0,rover
4082,0.11815785149429138,3.4661550296297357,1.5168802043510852,1.0,rover
4260,-2.852549388740413,3.168135759375219,1.4139212071845093,0.6,depth
4260,-2.7771920185566032,2.625893841011306,1.4436712796780338,0.6,depth
4260,-2.7723400632333224,2.9206983256390293,1.3883576381595786,0.6,depth
4260,-2.7678075558574164,3.004709034836111,1.492657682007063,0.6,depth
4260,-2.90928603863325,2.2914882179957488,1.278270698911781,0.6,depth
4260,-2.8078494789815585,3.3029299257760028,1.4477859977148508,0.6,depth
4260,-2.83237168838626,3.347212133415969,1.4038579181615831,0.6,depth
4260,-2.849580598194954,3.33265152921063,1.357837836637489,0.6,depth
4262,-1.474397053087745,2.754948399448472,1.590053489783207,1.0,rover
4262,-1.5464476213620193,3.153225639570625,1.6219902337004386,1.0,rover
4262,-1.0379920667760405,2.831616074746498,1.6184921164497204,1.0,rover
4262,-1.110042635050315,3.229893314868651,1.650428860366952,1.0,rover
4280,-2.768157584882872,3.0011821293594823,1.49139491930417,0.6,depth
4280,-2.6814321012353615,2.2736339175821114,1.4726563888729203,0.6,depth
4280,-2.815609014850219,2.758238062373412,1.5030524605430953,0.6,depth
4280,-2.826692759737833,3.313203974700759,1.4094920781891993,0.6,depth
4280,-2.914348468920992,1.9915374102964825,1.3104484177012656,0.6,depth
4280,-2.7036157944978827,2.2972005130466444,1.491787847024099,0.6,depth
4280,-2.8054050794724628,2.904984922023194,1.4432955396752536,0.6,depth
4282,-1.4743358332020107,2.7528825316868026,1.5892352396166975,1.0,rover
4282,-1.5464548703326806,3.151166274759695,1.6209354681204686,1.0,rover
4282,-1.0379443982400842,2.8296414530224956,1.6176356531216356,1.0,rover
4282,-1.1100634353707541,3.227925196095388,1.649335881625407,1.0,rover
